bus,I_SCC_base_pu,I_SCC_scenario_pu,delta_I_SCC_pu,delta_I_SCC_pct,SCL_base_pu,SCL_scenario_pu,delta_SCL_pu,delta_SCL_pct,SCL_base_MVA,SCL_scenario_MVA,delta_SCL_MVA,V_base_pu,V_scenario_pu,delta_V_pu,delta_V_pct
19,11.330264741836451,11.307970151827991,-0.022294590008460347,-0.19677024779605243,11.330264741836451,11.307970151827991,-0.022294590008460347,-0.19677024779605243,1133.0264741836452,1130.7970151827992,-2.2294590008459636,1.0113629667262565,1.0113736234528454,1.0656726588953447e-05,0.0010536995064639222
20,10.484121388241356,10.436550020878862,-0.04757136736249379,-0.45374681960329327,10.484121388241356,10.436550020878862,-0.04757136736249379,-0.45374681960329327,1048.4121388241358,1043.6550020878865,-4.757136736249322,1.00820064387262,1.0083263341102058,0.00012569023758568498,0.012466788069376115
21,16.092790097416078,16.07740285027386,-0.015387247142218285,-0.09561578227935082,16.092790097416078,16.07740285027386,-0.015387247142218285,-0.09561578227935082,1609.2790097416078,1607.740285027386,-1.5387247142216438,0.9819328077693118,0.9821966998131316,0.00026389204381982445,0.026874755760459463
5,11.953229109564342,11.887522081291976,-0.06570702827236552,-0.5497010696447726,11.953229109564342,11.887522081291976,-0.06570702827236552,-0.5497010696447726,1195.3229109564345,1188.7522081291977,-6.570702827236801,1.010076887616059,1.0101546323718051,7.774475574606754e-05,0.0076969146308809655
1,32.49829632884024,32.458390576344954,-0.039905752495286606,-0.12279336766300794,32.49829632884024,32.458390576344954,-0.039905752495286606,-0.12279336766300794,3249.829632884024,3245.8390576344955,-3.9905752495283195,1.0224242970849968,1.022191794125042,-0.00023250295995480563,-0.022740359420026286
56,18.43247066995663,17.220403920631792,-1.212066749324837,-6.575715057560913,18.43247066995663,17.220403920631792,-1.212066749324837,-6.575715057560913,1843.2470669956629,1722.0403920631793,-121.20667493248357,1.0220678700978654,1.0192062222872793,-0.0028616478105860654,-0.2799860845162911
29,35.56506009618732,27.795049457968908,-7.770010638218409,-21.84731480054881,35.56506009618732,27.795049457968908,-7.770010638218409,-21.84731480054881,3556.506009618732,2779.5049457968908,-777.0010638218414,1.0235014369213289,1.0191551092905349,-0.004346327630794011,-0.4246528118092022
30,21.0488227029227,19.77632319854259,-1.2724995043801108,-6.04546640132714,21.0488227029227,19.77632319854259,-1.2724995043801108,-6.04546640132714,2104.88227029227,1977.6323198542589,-127.24995043801096,1.005682158356925,1.0039256186685257,-0.0017565396883993944,-0.17466151445594044
3,20.41157815675392,20.138748947717577,-0.2728292090363418,-1.3366394648228914,20.41157815675392,20.138748947717577,-0.2728292090363418,-1.3366394648228914,2041.157815675392,2013.8748947717577,-27.28292090363425,0.9979754768324786,0.9975426027022752,-0.0004328741302033201,-0.04337522717263952
32,21.82989772468831,20.252928529236225,-1.576969195452083,-7.223896398143108,21.82989772468831,20.252928529236225,-1.576969195452083,-7.223896398143108,2182.989772468831,2025.2928529236224,-157.6969195452084,1.0085709259799815,1.0065097491996693,-0.002061176780312257,-0.2043660715590733
33,12.280887223533728,11.958924037254222,-0.3219631862795058,-2.621660637535465,12.280887223533728,11.958924037254222,-0.3219631862795058,-2.621660637535465,1228.0887223533728,1195.8924037254224,-32.196318627950404,1.0124663766573148,1.0110226445250703,-0.0014437321322444685,-0.14259556322363903
34,11.847668661654987,11.803184020373717,-0.0444846412812705,-0.37547168604778053,11.847668661654987,11.803184020373717,-0.0444846412812705,-0.37547168604778053,1184.7668661654986,1180.3184020373717,-4.448464128126943,1.0047193808309154,1.0047886027421014,6.922191118596821e-05,0.00688967611321689
35,25.045255828735392,24.760214605524183,-0.28504122321120917,-1.1381046580653025,25.045255828735392,24.760214605524183,-0.28504122321120917,-1.1381046580653025,2504.5255828735394,2476.0214605524184,-28.50412232112103,1.0230681221927391,1.022552857545223,-0.0005152646475161671,-0.05036464692222076
37,10.864936884714494,10.824134617066694,-0.04080226764780015,-0.37554077010059267,10.864936884714494,10.824134617066694,-0.04080226764780015,-0.37554077010059267,1086.493688471449,1082.4134617066693,-4.080226764779809,1.006712891459007,1.0067656723833374,5.27809243302535e-05,0.00524289743163607
38,39.46217910044949,39.41722722967239,-0.044951870777097724,-0.11391127353275254,39.46217910044949,39.41722722967239,-0.044951870777097724,-0.11391127353275254,3946.217910044949,3941.722722967239,-4.495187077709943,1.0225611069046237,1.0224255297521525,-0.00013557715247114466,-0.013258586851747942
39,34.96586903118704,34.83335247493019,-0.13251655625685288,-0.37898831039679765,34.96586903118704,34.83335247493019,-0.13251655625685288,-0.37898831039679765,3496.586903118704,3483.335247493019,-13.251655625685089,1.0088301220610327,1.0087452321759232,-8.488988510957363e-05,-0.008414685808166017
40,27.85433830999096,27.654600448044064,-0.1997378619468968,-0.7170799023262154,27.85433830999096,27.654600448044064,-0.1997378619468968,-0.7170799023262154,2785.433830999096,2765.4600448044066,-19.973786194689183,0.9981007107167016,0.9978739620710556,-0.00022674864564597996,-0.022718012642547827
41,27.900460245110796,26.676584655018463,-1.2238755900923337,-4.386578498491983,27.900460245110796,26.676584655018463,-1.2238755900923337,-4.386578498491983,2790.0460245110794,2667.6584655018464,-122.38755900923297,1.0006660672908492,0.9998189142433856,-0.0008471530474635225,-0.0846589162113851
24,18.65699883959003,18.580495338278915,-0.07650350131111594,-0.4100525597331121,18.65699883959003,18.580495338278915,-0.07650350131111594,-0.4100525597331121,1865.699883959003,1858.0495338278915,-7.650350131111509,0.9882695180627064,0.988204187166446,-6.53308962603738e-05,-0.006610635567151886
47,30.383396686514857,30.31474889875861,-0.06864778775624814,-0.22593849023705853,30.383396686514857,30.31474889875861,-0.06864778775624814,-0.22593849023705853,3038.3396686514857,3031.474889875861,-6.8647787756244725,0.9785511582925804,0.9785772643687624,2.6106076181919846e-05,0.0026678294702007087
44,30.00495895033322,29.46376674052307,-0.5411922098101485,-1.8036758880622907,30.00495895033322,29.46376674052307,-0.5411922098101485,-1.8036758880622907,3000.495895033322,2946.376674052307,-54.11922098101513,1.02,1.02,0.0,0.0
14,20.578514150458783,20.485971427158223,-0.09254272330056068,-0.44970556486216234,20.578514150458783,20.485971427158223,-0.09254272330056068,-0.44970556486216234,2057.851415045878,2048.5971427158224,-9.254272330055755,1.00883028106753,1.008822310077961,-7.970989569061615e-06,-0.0007901219579399248
54,26.569987314542992,26.48647617495149,-0.0835111395915007,-0.3143062832619087,26.569987314542992,26.48647617495149,-0.0835111395915007,-0.3143062832619087,2656.998731454299,2648.647617495149,-8.351113959150098,0.9877977469682524,0.9880698170929572,0.00027207012470475966,0.027543100350228267
53,30.3117584663162,30.2465324668378,-0.06522599947840035,-0.21518381901492928,30.3117584663162,30.2465324668378,-0.06522599947840035,-0.21518381901492928,3031.17584663162,3024.65324668378,-6.522599947840263,0.980652983963534,0.9806697883272608,1.6804363726863336e-05,0.0017135892106241951
28,63.61843047912992,62.31739542859079,-1.3010350505391273,-2.0450599625621586,63.61843047912992,62.31739542859079,-1.3010350505391273,-2.0450599625621586,6361.843047912992,6231.739542859079,-130.10350505391307,1.03,1.03,0.0,0.0
50,12.844027255855124,12.73534748670847,-0.10867976914665434,-0.8461502532012394,12.844027255855124,12.73534748670847,-0.10867976914665434,-0.8461502532012394,1284.4027255855124,1273.534748670847,-10.867976914665405,1.02,1.02,0.0,0.0
48,25.20374014797489,25.161559510712667,-0.04218063726222354,-0.16735864206889442,25.20374014797489,25.161559510712667,-0.04218063726222354,-0.16735864206889442,2520.374014797489,2516.155951071267,-4.218063726222226,0.9945741771282052,0.9948345380324024,0.0002603609041972321,0.026178128307032287
